DISTRITO,REGIÓN,PACTO,ORDEN,NOMBRE,PARTIDO,PARTIDO ASOCIADO,DIPUTADO 2025,SENADOR 2025
10,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,8,JASMÍN NICOLE OSORIO CÉSPED,PDG,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,9,FRANCISCO JAVIER PATIÑO TOBAR,PDG,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,CARLOS GARCÍA ÁLVAREZ,IEPAYH,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,CAROLINA IRLANDA VENEGAS RIVERA,IEPAYH,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,DANELIA KING REYES,IEPAYH,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,4,GARY JAVIER NÚÑEZ ORDOÑA,IEPAYH,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,5,IBAR NICOLÁS ZEPEDA ALCOTA,IEPAYH,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,6,JORGE MANUEL PALMA ACUÑA,IEPAYH,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,7,MARÍA CELESTE JIMÉNEZ RIVERA,IEPAYH,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,8,MATÍAS JORGE REYES VARGAS,IEPAYH,,,
10,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,9,PEDRO ALFREDO GROSSI ROBLES,IEPAYH,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,1,FRANCISCO UNDURRAGA GAZITUA,EVOPOLI,,1.0,
11,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,2,MACARENA CORNEJO FUENTES,EVOPOLI,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,3,DIEGO SCHALPER SEPULVEDA,RN,,1.0,
11,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,4,CLAUDIA MORA VEGA,RN,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,5,PERCY CARTER MORONG,IND,DEMOCRATAS,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,6,CARLOS WARD EDWARDS,UDI,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,7,CONSTANZA HUBE PORTUS,UDI,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",1,TOMAS RENE HIRSCH GOLDSCHMIDT,AH,,1.0,
11,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,ELIZABETH ADRIANA CONTRERAS BECERRA,IND,AH,,
11,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,CATALINA DEYANIRA VIDAL MENDEZ,AH,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,PEDRO JORGE DAVIS URZUA,IND,AH,,
11,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,MYRIAM DE LAS MERCEDES MEZA ANCATEN,AH,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,GERMAN ROJAS VOLMAR,FREVS,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",7,MELINA GIANELLI ALTAMIRANO,FREVS,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,1,CRISTIAN ARAYA LERDO DE TEJADA,REP,,1.0,
11,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,2,CATALINA DEL REAL MIHOVILOVIC,REP,,1.0,
11,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,3,PEDRO LEA-PLAZA EDWARDS,REP,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,4,MICHEL ENRIQUE CARTES ZUÑIGA,PSC,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,5,CRISTIAN IGNACIO DALY DAGORRET,PNL,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,6,CARLOS ROBERTO ALARCÓN CASTRO,PNL,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,7,MARÍA CAROLINA COTAPOS MARDONES,PNL,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,1,RODRIGO RETTIG,PL,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,2,MARCELA HEVIA,IND,PL,,
11,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,3,CONSTANZA SCHONHAUT,FA,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,4,ISIDORA ALCALDE,FA,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,5,CINDY SOLÍS,IND,PPD,,
11,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,6,MARÍA ESTHER OLEA,PR,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,7,CECILIA CELIS,PDC,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,1,RICARDO ANDRÉS AVILÉS RUBILAR,PDG,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,2,CRISTOPHER ALEXEIS SUÁREZ GONZÁLEZ,PDG,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,3,ELIZABETH FUENTES BRAVO,PDG,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,4,ERNESTO EXEQUIEL CORTEZ ULBRICH,PDG,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,5,MARCELA IVONNE CABALLERO REYES,PDG,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,6,MARICEL DEL CARMEN DONOSO ACEVEDO,PDG,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,7,RICARDO ANDRÉS SILVA CALCAGNO,PDG,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,ELIO ZAFATE MORAGA,IEPAYH,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,GUILLERMINA MARGARITA TUDELA CRUZ,IEPAYH,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,GUILLERMO ABRAHAM GONZÁLEZ CASTRO,IEPAYH,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,4,MARÍA ANGÉLICA ROMERO DONOSO,IEPAYH,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,5,NELSON NICOLÁS PEÑA GALLARDO,IEPAYH,,,
11,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,6,NICOLÁS ANDRÉS ROMERO REEVES,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,1,XIMENA OSSANDON IRARRAZABAL,RN,,1.0,
12,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,2,PAOLA ROMERO LLANOS,IND,RN,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,3,HUGO ESTRELLA MUÑOZ,RN,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,4,PAZ ORTUZAR FUENZALIDA,IND,UDI,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,5,CLAUDIA RASSO SOCIAS,IND,UDI,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,6,ANIBAL PINTO FERRADA,UDI,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,7,JOHANA CONCHA ORTIZ,DEMOCRATAS,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,8,JONATHAN BARRERA GUAJARDO,DEMOCRATAS,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",1,ANA MARIA GAZMURI VIEIRA,AH,,1.0,
12,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,MARGARITA PAZ ARAYA FLORES,AH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,GIOVANNA JAZMIN GRANDON CARO,IND,AH,,
12,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,FABRIZIO ANTONIO ALDAY VALDOVINOS,IND,AH,,
12,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,HERNAN PALMA PEREZ,FREVS,,1.0,
12,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,XIMENA SALINAS GONZALEZ,FREVS,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",7,GUSTAVO LORCA QUITRAL,IND,FREVS,,
12,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",8,RICARDO SANTANA PEREZ,IND,FREVS,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,1,JUDITH MAKARENA MARIN MORALES,PSC,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,2,ELEIN FERNANDA OSSANDON MANRIQUE,PSC,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,3,KEVIN ROGER VALENZUELA ARROYO,PSC,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,4,CAMILLE SIGL FUENTES,PNL,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,5,MARÍA ISABEL SÁEZ VILA,PNL,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,6,ANDRES FERNANDO ARCE BUSTOS,PNL,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,7,MACARENA SANTELICES CAÑAS,REP,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,8,ÁLVARO CARTER FERNÁNDEZ,REP,,1.0,
12,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,1,DANIELA SERRANO,PC,,1.0,
12,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,2,JUAN NAVARRO,PC,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,3,SIMÓN RAMÍREZ,FA,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,4,MARCO VELARDE,FA,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,5,CLAUDIA HASBÚN,PS,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,6,LI DANIEL FRIDMAN,IND,PS,,
12,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,7,DINKA TOMICIC,PDC,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,8,MÓNICA ARCE,PDC,,1.0,
12,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,1,PAMELA JILES MORENO,PDG,,1.0,
12,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,2,PABLO ANTONIO MALTES BISKUPOVIC,PDG,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,3,ZANDRA PARISI FERNÁNDEZ,PDG,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,4,LUIS EDUARDO MOLINA CASTILLO,PDG,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,5,LEONARDO JAVIER MATURANA VERGARA,PDG,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,6,HERNÁN JONATHAN ÁLVAREZ VARGAS,PDG,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,7,JORGE MARCELO CHÁVEZ ARÉVALO,PDG,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,8,GLORIA JEANNETTE VERA RUBIO,PDG,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,NINOSKA HENRÍQUEZ ARAYA,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,CATALINA VALESKA VALENZUELA MAUREIRA,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,DOMINIQUE GORETTI MUÑOZ VENEGAS,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,4,JUAN CARLOS ZÚÑIGA MEDINA,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,5,NATALIA BELÉN GARRIDO TORO,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,6,PATRICIA RITA PINO MARDONES,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,7,PAULA ANDREA OCARES CERDA,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,8,RAFAEL HUMBERTO HARVEY VALDÉS,IEPAYH,,,
12,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,9,RENÉ AURELIO VALLE TORO,IEPAYH,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,1,EDUARDO DURAN SALINAS,RN,,1.0,
13,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,2,SUSAN ATUAN SALCEDO,RN,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,3,MACARENA VENEGAS TASSARA,IND,EVOPOLI,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,4,DANIEL CORONADO CORONADO,EVOPOLI,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,5,CLAUDIA LANGE FARIAS,UDI,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,6,CRISTHIAN MOREIRA BARROS,UDI,,1.0,
13,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",1,JOSE SILVA DIAZ,IND,FREVS,,
13,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,SEBASTIAN VEGA UMATINO,IND,FREVS,,
13,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,ROXANA RIQUELME TABACH,IND,FREVS,,
13,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,MATIAS FREIRE VALLEJOS,IND,FREVS,,
13,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,PERCY ROBERT CAMPOS CORONEL,IND,AH,,
13,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,JORGE CRISTIAN OPAZO CASTILLO,AH,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,1,FELIPE ROSS CORREA,REP,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,2,VALENTINA BECERRA PEÑA,REP,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,3,TARYN CAROLINE COOPMAN PALAVICINO,PNL,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,4,OSCAR ALEJANDRO CALFILEO CASTRO,PNL,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,5,CRISTIAN ALEJANDRO VIVIAN TRONCOSO,PSC,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,6,DANIEL JESÚS TAPIA MELLA,IND,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,1,LORENA  PIZARRO,PC,,1.0,
13,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,2,GAEL YEOMANS,FA,,1.0,
13,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,3,CRISTÓBAL BARRA,PPD,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,4,RENATA VÁSQUEZ,PDC,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,5,ELIZABETH ZÚÑIGA CRUZ,PR,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,6,DANIEL MELO,PS,,1.0,
13,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,1,CRISTIAN ARTURO SEGUEL OLIVOS,PDG,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,2,MARCELO ANDRÉS OLIVARES FIGUEROA,PDG,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,3,ALEXANDER RODOLFO ROJAS VILLARROEL,PDG,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,4,ERIKA MARIBEL LIZAMA FUENTES,PDG,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,5,NELSON DAVID ÁLVAREZ GALLEGUILLOS,PDG,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,6,NOEMI MURIEL LAPOSTOL JARA,PDG,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,FERNANDO ISRAEL VILCHES CÉSPEDES,IEPAYH,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,GAZZI ANDRÉS JACOB NÚÑEZ,IEPAYH,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,JORGE CRISTIÁN MUÑOZ REYES,IEPAYH,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,4,MARISELA DEL PILAR PETERSEN BASAEZ,IEPAYH,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,5,MÓNICA GLORIA REYES RIFO,IEPAYH,,,
13,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,6,YASKARA NADDYA VARGAS GAJARDO,IEPAYH,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,1,JAIME COLOMA ALAMOS,UDI,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,2,CHRISTIAN GOMEZ DIAZ,IND,UDI,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,3,CLAUDIA CASTRO GUTIERREZ,IND,UDI,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,4,ALEJANDRA NOVOA SANDOVAL,RN,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,5,PABLO MIRA HURTADO,RN,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,6,PABLO HERRERA ROGERS,IND,RN,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CHILE GRANDE Y UNIDO,7,TRINIDAD BIGGS MONTANER,EVOPOLI,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",1,PILAR FARFAN VILLAGRA,FREVS,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",2,EVELYN BASTIAS ARAYA,FREVS,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",3,DANIEL DOMINGUEZ GONZALEZ,IND,FREVS,,
14,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",4,MARIA ELENA FLORES MARTINEZ,IND,FREVS,,
14,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",5,BERNARDA LAGOS FARFAN,FREVS,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",6,CARLOS ENRIQUE MORALES FLORES,IND,AH,,
14,REGIÓN METROPOLITANA DE SANTIAGO,"VERDES, REGIONALISTAS Y HUMANISTAS",7,SARA PASCUAL RODRIGUEZ,AH,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,1,JUAN IRARRÁZAVAL ROSSEL,REP,,1.0,
14,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,2,DIEGO VERGARA RODRÍGUEZ,REP,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,3,ANNEMARIE MULLER DURING,REP,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,4,JUAN RODRIGO MOLINA ROMO,PSC,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,5,CARLOS ROBERTO BARBERIS AVENDAÑO,PSC,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,6,CLAUDIA AIDA ORMEÑO URRA,PNL,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,CAMBIO POR CHILE,7,JOSEFINA IGNACIA DIEGUEZ RUSSELL,PNL,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,1,RAÚL LEIVA,PS,,1.0,
14,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,2,ROBERTO SOTO,PS,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,3,MARISELA SANTIBÁÑEZ,IND,PC,1.0,
14,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,4,IGNACIO ACHURRA,FA,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,5,NIBALDO MEZA,PDC,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,6,CRISTIAN PINO,IND,PR,,
14,REGIÓN METROPOLITANA DE SANTIAGO,UNIDAD POR CHILE ,7,CAMILA MUSANTE,IND,PPD,1.0,
14,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,1,ANDRÉS RAÚL SÁNCHEZ FREDES,PDG,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,2,LETICIA DEL CARMEN ZÚÑIGA SILVA,PDG,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,3,CINDY MARLENE MACÍAS TOLEDO,PDG,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,4,JUAN ANSELMO MELO RAMÍREZ,PDG,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,5,SERGIO ANTONIO PALMA BRIONES,PDG,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,6,ROGELIO ALFREDO URBINA LEAL,PDG,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,PARTIDO DE LA GENTE ,7,JORGE ANDRÉS MEZA INFANTE,PDG,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,1,ABRAHAM MUÑOZ VILCHES,IEPAYH,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,2,DINA LUISA FIGUEROA MARDONES,IEPAYH,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,3,FELIPE ALEXANDER PINO CASTILLO,IEPAYH,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,4,GUSTAVO ENRIQUE GONZÁLEZ ARAYA,IEPAYH,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,5,HÉCTOR FRANCISCO VALDÉS REYES,IEPAYH,,,
14,REGIÓN METROPOLITANA DE SANTIAGO,IZQUIERDA ECOLOGISTA POPULAR ANIMALISTA Y HUMANISTA,6,JASMÍN LIZETTE DONOSO ROMERO,IEPAYH,,,
